EventID,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actors
965,The Competition,1980,Pier 39,,Columbia Pictures,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,"Richard Dreyfuss, Lee Remick"
966,The Competition,1980,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,"Richard Dreyfuss, Lee Remick"
967,The Conversation,1974,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
968,The Conversation,1974,"American Roofing Co. Building (297 Kansas Street, Potrero Hill)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
969,The Conversation,1974,Alcoa Building (1 Maritime Plaza),"A partially-above ground parking structure near the building made it necessary for architects to make the Alcoa Building's diagonal bracing visible, instead of placing it inside and drastically reducing the amount usable interior space. ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
970,The Conversation,1974,Alamo Square (Hayes Valley),,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman   Mandy Patinkin
971,The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels. ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
972,The Conversation,1974,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"". ",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
973,The Conversation,1974,"Saks Fifth Avenue (384 Post Street, Union Square)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
974,The Conversation,1974,One Embarcadero Center (Financial District),,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
975,The Conversation,1974,"Neiman Marcus (150 Stockton Street, Union Square)",In the film the City of Paris Department Store is featured. That establishment was located where Neiman Marcus stnads today,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
976,The Conversation,1974,Financial District,,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
977,The Conversation,1974,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center)",,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman
978,The Core,2003,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",David Foster Productions,Paramount Pictures,John Amiel,Cooper Lane,"Aaron Eckhart, Hilary Swank"
979,The Dead Pool,1988,San Francisco Drydock (The Dogpatch),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
980,The Dead Pool,1988,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.",Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
981,The Dead Pool,1988,One Thousand Powell Apartments (1000 Powell Street),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
982,The Dead Pool,1988,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
983,The Dead Pool,1988,Portsmouth Square (Chinatown),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
984,The Dead Pool,1988,Pierce St. & Golden Gate Avenue (Hayes Valley),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
985,The Dead Pool,1988,Pierce & California Streets (Pacific Heights),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
986,The Dead Pool,1988,Pier 3 (The Embarcadero),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson, Ellen Barkin"
987,The Dead Pool,1988,New Asia Restaurant (772 Pacific Avenue at Grant),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
988,The Dead Pool,1988,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
989,The Dead Pool,1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
990,The Dead Pool,1988,McAllister & Scott Streets (Hayes Valley),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
991,The Dead Pool,1988,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
992,The Dead Pool,1988,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
993,The Dead Pool,1988,"San Francisco National Military Cemetary (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
994,The Dead Pool,1988,"Silver Restaurant (737 Washington Street, Chinatown)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
995,The Dead Pool,1988,Fremont Street Exit of Bay Bridge,,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
996,The Dead Pool,1988,Folsom & Essex Streets,,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
997,The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro)",,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
998,The Dead Pool,1988,Clementina & Sumner Streets,,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
999,The Dead Pool,1988,Carl & Cole Streets (Cole Valley),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1000,The Dead Pool,1988,710 Steiner Street (Hayes Valley),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1001,The Dead Pool,1988,550 El Camino Del Mar (Seacliff),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1002,The Dead Pool,1988,23rd & Iowa Streets (Dogpatch),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1003,The Dead Pool,1988,22nd Bet. Carolina & Rhode Island Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1004,The Dead Pool,1988,22nd & Wisconsin Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1005,The Dead Pool,1988,20th & DeHaro Streets (Potrero Hill),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1006,The Dead Pool,1988,1954 Mason Street (North Beach),,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1007,The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,Warner Bros. Pictures,Warner Bros.,Buddy Van Horn,Harry Julian Fink,"Clint Eastwood, Liam Neeson"
1008,The Diary of a Teenage Girl,2015,Tank Hill Park,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1009,The Diary of a Teenage Girl,2015,Victoria Theatre,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1010,The Diary of a Teenage Girl,2015,SPECS' Twelve Adler Museum Caf̩,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1011,The Diary of a Teenage Girl,2015,Ocean Beach at Point Lobos,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1012,The Diary of a Teenage Girl,2015,700 Kansas St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1013,The Diary of a Teenage Girl,2015,Presidio Branch Library,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1014,The Diary of a Teenage Girl,2015,The Royal Oak,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1015,The Diary of a Teenage Girl,2015,Tonic,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1016,The Diary of a Teenage Girl,2015,Polk and Northpoint St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1017,The Diary of a Teenage Girl,2015,770 Haight St,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1018,The Diary of a Teenage Girl,2015,Hamburger Haven,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1019,The Diary of a Teenage Girl,2015,Higher Grounds Coffee House,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1020,The Diary of a Teenage Girl,2015,304 Lily St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1021,The Diary of a Teenage Girl,2015,The Magazine at 920 Larkin,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1022,The Diary of a Teenage Girl,2015,Geary St. from Polk to Larkin,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1023,The Diary of a Teenage Girl,2015,Yerba Buena Island,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,"Alexander Skarsgard, Kristen Wiig, Christopher Meloni"
1024,The Doctor,1991,,,Silver Screen Partners IV,Buena Vista Pictures,Randa Haines,Robert Caswell,"William Hurt, Christine Lahti"
1025,The Doors,1991,,,Bill Graham Films,TriStar Pictures,Oliver Stone,J. Randal Johnson,"Val Kilmer, Meg Ryan"
1026,The Enforcer,1976,Sutter & Webster Streets,,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Carrie-Anne Moss"
1027,The Enforcer,1976,Hall of Justice,,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Dennis Miller"
1028,The Enforcer,1976,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly"
1029,The Enforcer,1976,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly"
1030,The Enforcer,1976,Balmy Street (Mission District),,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Giovanni Ribisi"
1031,The Enforcer,1976,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Giovanni Ribisi"
1032,The Enforcer,1976,24th Street Mini Park (Mission District),,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Giovanni Ribisi"
1033,The Enforcer,1976,23rd & Capp Streets (Mission District),,Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Natasha Richardson"
1034,The Enforcer,1976,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.",Warner Bros. Pictures,Warner Bros.,James Fargo,Stirling Silliphant,"Clint Eastwood, Tyne Daly, Dennis Miller"
1035,The Fan,1996,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick openend in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Mandalay Entertainment,Columbia TriStar,Tony Scott,Phoef Sutton,"Robert De Niro, Wesley Snipes, Meg Ryan"
1036,The Fog of War,2003,,,Sony Pictures Classics,Sony Pictures Classics,Errol Morris,N/A,Robert McNamara   Meg Ryan
1037,The Game,1997,Merchant Exchange (465 California Street at Leidesdortt),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1038,The Game,1997,Washington Street & Waverly Place (Chinatown),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1039,The Game,1997,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1040,The Game,1997,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1041,The Game,1997,Ritz-Carlton Hotel (600 Stockton Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1042,The Game,1997,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presido a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1043,The Game,1997,Merchant Exchange (465 California Street at Leidesdortt),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1044,The Game,1997,Mason & California Streets (Nob Hill),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1045,The Game,1997,Harrison Street (The Embarcadero),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1046,The Game,1997,City Club (155 Sansome Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1047,The Game,1997,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1048,The Game,1997,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1049,The Game,1997,301 Howard Street,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Meg Ryan"
1050,The Game,1997,1 Bush Street,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,"Michael Douglas, Sean Penn, Hector Elizondo"
1051,The Graduate,1967,San Francisco Zoo (2701 Sloat Blvd.),,Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,"Anne Bancroft, Dustin Hoffman, Hector Elizondo"
1052,The Graduate,1967,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugene Cardinal Pacelli, who later became Pope Pius XII. ",Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,"Anne Bancroft, Dustin Hoffman, Hector Elizondo"
1053,The House on Telegraph Hill,1951,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Twentieth Century Fox,Twentieth Century Fox,Robert Wise,Elick Moll,Richard Basehart   Hector Elizondo
1054,The House on Telegraph Hill,1951,Market Street,,Twentieth Century Fox,Twentieth Century Fox,Robert Wise,Elick Moll,Richard Basehart   Hector Elizondo
1055,The House on Telegraph Hill,1951,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox,Twentieth Century Fox,Robert Wise,Elick Moll,Richard Basehart   Hector Elizondo
1056,The House on Telegraph Hill,1951,1227 Montgomery Street,,Twentieth Century Fox,Twentieth Century Fox,Robert Wise,Elick Moll,Richard Basehart   Hector Elizondo
1057,The Internship,2013,Grant Ave from Sacramento to Clay,,Twentieth Century Fox,Twentieth Century Fox,Shawn Levy,Vince Vaughn,"Vince Vaughn, Owen Wilson, Rose Byrne"
1058,The Internship,2013,Montgomery and Union St.,,Twentieth Century Fox,Twentieth Century Fox,Shawn Levy,Vince Vaughn,"Vince Vaughn, Owen Wilson, Rose Byrne"
1059,The Internship,2013,Epic Roasthouse,,Twentieth Century Fox,Twentieth Century Fox,Shawn Levy,Vince Vaughn,"Vince Vaughn, Owen Wilson, Rose Byrne"
1060,The Internship,2013,Players Arcade at Pier 39,,Twentieth Century Fox,Twentieth Century Fox,Shawn Levy,Vince Vaughn,"Vince Vaughn, Owen Wilson, Rose Byrne"
1061,The Jazz Singer,1927,Coffee Dan's (O'Farrell Street at Powell),,Warner Bros. Pictures,Warner Bros.,Alan Crosland,Alfred A. Cohn,Al Jolson   Amy Adams
1062,The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Columbia Pictures,Columbia Pictures,Orson Welles,Orson Welles,"Rita Hayworth, Orson Welles, Thandie Newton"
1063,The Lady from Shanghai,1947,Mandarin Theatre (1021 Grant Avenue),The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.,Columbia Pictures,Columbia Pictures,Orson Welles,Orson Welles,"Rita Hayworth, Orson Welles, Thandie Newton"
1064,The Lady from Shanghai,1947,Golden Gate Park,"The Playland amusement park wehre ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.",Columbia Pictures,Columbia Pictures,Orson Welles,Orson Welles,"Rita Hayworth, Orson Welles, Thandie Newton"
1065,The Lady from Shanghai,1947,Fomer Hall of Justice (750 Kearny Street at Washington),,Columbia Pictures,Columbia Pictures,Orson Welles,Orson Welles,"Rita Hayworth, Orson Welles, Thandie Newton"
1066,The Last of the Gladiators,1988,,,Twin Tower Enterprises,Evel Videos,Martin Jay Sadoff,Martin Jay Sadoff,Evel Knievel   Dennis Quaid
1067,The Laughing Policeman,1973,,,Twentieth Century Fox,American Broadcasting Company (ABC),Stuart Rosenberg,Thomas Rickman,"Walter Matthau, Bruce Dern, Dennis Quaid"
1068,The Lineup,1958,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Dennis Quaid
1069,The Lineup,1958,The Embarcadero,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Dennis Quaid
1070,The Lineup,1958,Sutro Baths (Point Lobos Avenue),,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Ed Harris
1071,The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Ed Harris
1072,The Lineup,1958,Pier 41,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Ed Harris
1073,The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Ed Harris
1074,The Lineup,1958,2090 Jackson Street,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach   Ed Harris
1075,The Love Bug,1968,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Walt Disney,Buena Vista Distribution,Robert Stevenson,Bill Walsh,"Dean Jones, Michele Lee, Ed Harris"
1076,The Love Bug,1968,100 Block of Lombard Street,Lombard Street is not actually the crookedest in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Walt Disney,Buena Vista Distribution,Robert Stevenson,Bill Walsh,"Dean Jones, Michele Lee, Ed Harris"
1077,The Maltese Falcon,1941,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros.,John Huston,John Huston,"Humphrey Bogart, Mary Astor, Selma Blair"
1078,The Maltese Falcon,1941,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros.,John Huston,John Huston,"Humphrey Bogart, Mary Astor, Anne Baxter"
1079,The Maltese Falcon,1941,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets)",,Warner Bros. Pictures,Warner Bros.,John Huston,John Huston,"Humphrey Bogart, Mary Astor"
1080,The Master,2012,Pier 7/ Embarcadero,,H.H. Project,Weinstein Company,Paul Thomas Anderson,Paul Thomas Anderson,"Philip Seymour Hoffman, Joaquin Phoenix, William Holden"
1081,The Matrix,1999,skyline/ exterior scenes,,Silver Pictures,Warner Bros.,The Wachowski Brothers,The Wachowski Brothers,"Keanu Reeves, Laurence Fishburne, William Holden"
1082,The Net,1995,Moscone Convention Center,,Columbia Pictures,Columbia Pictures,Irwin Winkler,John Brancato,"Sandra Bullock, Jeremy Northam, William Holden"
1083,The Net,1995,Montgomery & Market Streets,,Columbia Pictures,Columbia Pictures,Irwin Winkler,John Brancato,"Sandra Bullock, Jeremy Northam, William Holden"
1084,The Nightmare Before Christmas,1993,,,Touchstone Pictures,Buena Vista Pictures,Henry Selick,Tim Burton,"Danny Elfman, Catherine O'Hara, William Holden"
1085,The Organization,1971,,,The Mirisch Corporation,United Artists,Don Medford,James R. Webb,Sidney Poitier   William Holden
1086,The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,"Juliette Lewis, Diane Keaton, William Holden"
1087,The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not alllowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptuals.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,"Juliette Lewis, Diane Keaton"
1088,The Other Sister,1999,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,"Juliette Lewis, Diane Keaton"
1089,The Parent Trap,1998,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Walt Disney,Buena Vista Pictures,Nancy Meyers,Nancy Meyers,"Lindsay Lohan, Dennis Quaid"
1090,The Presidio,1988,Montgomery & Vallejo Streets,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1091,The Presidio,1988,Washington Street & Waverly Place (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1092,The Presidio,1988,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1093,The Presidio,1988,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presido a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1094,The Presidio,1988,Market & 2nd Streets,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1095,The Presidio,1988,Hayes & Polk Streets (Civic Center),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
1096,The Presidio,1988,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,"Sean Connery, Mark Harmon"
